LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
841,2668,138175,Primary,13,9,2,11.2,8.4,1.5,22,"£35,895"
841,2669,114183,Primary,11,15,5,11,15,4.8,18.5,"£36,991"
841,2670,138176,Primary,16,6,3,14.4,4.2,3,23.1,"£36,673"
841,2732,138180,Primary,13,8,3,11.9,7.1,2.1,18.5,"£37,937"
841,2740,138179,Primary,22,21,4,21.4,18.3,3.8,20.2,"£33,586"
841,3002,142962,Primary,10,10,3,8.7,7.3,2.2,23.3,"£35,747"
841,3132,137022,Primary,15,10,3,13,6.8,1.6,20.9,"£40,926"
841,3133,142961,Primary,8,6,2,6.1,4.6,2,15.7,"£40,706"
841,3211,137021,Primary,10,2,3,6.2,1.3,1.2,13.9,"£43,634"
841,3306,138128,Primary,9,15,2,9,12.8,2,25.4,"£42,784"
841,3307,139533,Primary,9,5,4,7.8,4.2,2,26.4,"£36,269"
841,3308,139531,Primary,10,7,2,8.7,6.3,1.6,23.8,"£33,487"
841,3309,114241,Primary,14,11,2,13.9,9.4,1.5,24.8,"£39,254"
841,3512,138523,Primary,10,7,2,10,6.2,1.7,29.8,"£36,107"
841,3514,138000,Primary,17,13,1,15.5,8.6,1,23.8,"£39,586"
841,3515,134719,Primary,28,11,3,26.2,9.8,2.8,22.1,"£37,063"
841,3517,135088,Primary,29,15,5,28.3,13,5,21.5,"£33,690"
841,4002,143845,Secondary,36,13,13,35.6,11.4,11.9,15,"£34,985"
841,4003,145577,Secondary,64,10,16,60.9,8.8,15.6,14.8,"£38,981"
841,4221,136525,Secondary,48,10,16,46.4,9.8,14.5,14.8,"£43,288"
841,4285,138089,Secondary,59,11,19,56.8,10.8,16.3,14.3,"£41,370"
841,4288,136838,Secondary,65,17,25,63.9,16.2,20.3,19.1,"£37,621"
841,4603,137622,Secondary,109,17,38,99.3,13.3,35.9,12.7,"£42,366"
841,6000,142174,All through,NA,NA,NA,NA,NA,NA,NA,NA
841,6905,135314,Secondary,24,5,7,24,5,6.8,17.5,"£45,079"
845,2001,138390,Primary,18,22,6,15.3,15.5,5.6,28.5,"£36,980"
845,2002,138391,Primary,18,17,9,17,11.4,7.7,25.2,"£37,583"
845,2003,138392,Primary,19,29,12,16.9,19.4,7.7,24.9,"£36,517"
845,2004,138400,Primary,22,21,18,19.5,16.8,14.9,22.8,"£34,889"
845,2005,138426,Primary,25,40,7,19.9,22.6,3.6,21.4,"£38,735"
845,2006,139683,Primary,15,19,7,15,14.3,3.2,21.7,"£38,104"
845,2007,140179,Primary,24,28,4,21.3,16.9,2.9,19.7,"£33,593"
845,2008,140384,Primary,10,4,4,9.2,3.8,4,14.1,"£35,750"
845,2009,140385,Primary,9,7,2,8.4,4.6,2,19.1,"£30,248"
845,2010,140411,Primary,11,10,5,10.6,7.2,3.7,19.5,"£35,100"
845,2011,140493,Primary,23,25,8,20.1,19.1,5.9,20.9,"£33,730"
845,2012,141021,Primary,35,29,7,33,17.6,5.3,17.7,"£37,308"
845,2013,141022,Primary,21,27,12,19.4,16.4,4.6,21.9,"£33,943"
845,2016,141655,Primary,13,13,3,11.6,7.7,2.2,20.3,"£37,230"
845,2017,141868,Primary,18,17,4,17.2,12.4,3.1,23.5,"£37,861"
845,2019,142611,Primary,20,25,6,15.6,12.1,3.7,24,"£33,454"
845,2020,143119,Primary,20,15,2,18.8,11.9,1.7,22.1,"£31,592"
845,2021,143120,Primary,12,7,3,12,4,2.3,17.8,"£33,070"
845,2022,144954,Primary,35,38,7,28.8,17.2,5.4,27.8,"£39,430"
845,2023,145015,Primary,13,3,2,10.5,1.8,1.6,16.3,"£37,285"
845,2024,145016,Primary,10,7,2,8.1,6,1.7,17.4,"£34,156"
845,2025,144083,Primary,21,23,8,18.8,16,6.6,20.9,"£33,856"
845,2050,114385,Primary,7,10,2,5.3,4,1.1,18.9,"£39,234"
845,2054,114389,Primary,8,8,3,7.6,5.1,1.5,16.8,"£36,893"
845,2055,114390,Primary,9,4,4,5.7,1.7,1.1,14.1,"£37,378"
845,2056,114391,Primary,9,7,2,5.4,3.4,0.9,18.2,"£37,289"
845,2057,114392,Primary,25,24,5,18.8,9.9,3.5,23.6,"£37,512"
845,2059,114393,Primary,29,32,10,23,15.7,5.3,30.6,"£38,364"
845,2060,114394,Primary,10,4,4,5.5,2.1,1.3,17.1,"£43,700"
845,2061,114395,Primary,7,7,3,6.2,4.3,1.9,23.5,"£42,708"
845,2062,114396,Primary,16,10,3,13,5.4,1.9,18.5,"£34,139"
845,2071,114404,Primary,7,8,2,5.2,2.8,0.7,20.4,"£38,318"
845,2072,114405,Primary,24,29,6,18.8,14.6,4.6,20.5,"£36,765"
845,2073,114406,Primary,11,9,2,8.6,5.8,1.1,24,"£35,438"
845,2074,114407,Primary,11,18,5,8.5,6.2,2.7,25.2,"£39,499"
845,2076,114408,Primary,7,5,3,5.6,3.5,1.6,20.5,"£41,571"
845,2078,114410,Primary,10,3,5,5.5,1.1,1.5,18.2,"£41,378"
845,2082,114414,Primary,10,13,2,5.8,4.7,1.2,17,"£37,660"
845,2083,114415,Primary,16,16,8,13.6,7.3,4.3,24.9,"£39,123"
845,2084,114416,Primary,11,13,3,9.7,6.3,1.9,21.4,"£36,767"
845,2087,114419,Primary,25,32,5,19.7,15.3,3.2,24.3,"£37,191"
845,2088,114420,Primary,34,30,17,29.3,21.5,9.4,23.4,"£36,563"
845,2089,114421,Primary,11,15,4,9.6,8.2,1.8,21.8,"£39,358"
845,2090,114422,Primary,22,29,8,19.4,13.9,4,23.6,"£36,997"
845,2091,114423,Primary,7,7,1,5.6,3.5,1,14.6,"£35,294"
845,2092,114424,Primary,9,12,7,8,6.5,2.1,26.1,"£37,666"
845,2094,114426,Primary,18,26,7,16.4,14.9,5.3,25.9,"£35,587"
845,2095,114427,Primary,11,10,3,9.3,5.9,2.2,22.9,"£36,976"
845,2099,114429,Primary,29,25,6,25.1,16.3,4.1,24.2,"£37,033"
845,2103,114433,Primary,11,16,4,10.5,11.8,2.8,25.6,"£38,943"
845,2104,114434,Primary,29,23,9,25.3,16.8,4.5,21.1,"£34,949"
845,2105,114435,Primary,25,27,10,21.7,15.3,7.5,25.4,"£36,484"
845,2107,114437,Primary,19,36,7,16.5,16.1,3.9,24.9,"£38,059"
845,2112,114441,Primary,22,38,7,20.8,23.1,5.3,25,"£37,827"
845,2115,144302,Primary,10,12,2,9,10.4,1.6,21.6,"£33,602"
845,2120,114447,Primary,20,34,12,18.8,26.5,8.3,28.6,"£38,175"
845,2127,141713,Primary,18,31,5,17.4,19.6,3.4,36,"£35,647"
845,2128,140311,Primary,9,10,3,7.6,6,2.5,23,"£36,296"
845,2130,146231,Primary,30,19,3,24.3,13.8,2.2,22.4,"£37,682"
845,2131,114458,Primary,20,21,5,17.2,11.8,2.9,23,"£39,726"
845,2135,114459,Primary,14,15,4,10.9,9.5,1.8,25,"£40,323"
845,2136,114460,Primary,24,21,4,17.9,11.1,2.7,20.3,"£38,551"
845,2137,114461,Primary,13,15,5,11.6,7.3,3.1,23.2,"£36,547"
845,2140,144660,Primary,14,12,9,10.2,7.5,2.9,22.6,"£38,324"
845,2141,144659,Primary,10,10,6,7.8,7,2.1,22.9,"£39,328"
845,2142,114466,Primary,17,28,2,14.4,16,1.1,18.7,"£35,931"
845,2143,114467,Primary,16,27,6,15,16.4,3.8,24,"£34,954"
845,2145,114469,Primary,17,12,5,15.6,8,2.5,24.6,"£38,400"
845,2148,141261,Primary,13,14,9,11.1,10.3,4.4,22.8,"£38,809"
845,2149,114471,Primary,11,12,4,8.4,5,1.8,24.9,"£39,636"
845,2151,114473,Primary,27,26,5,22.1,18.5,4,19.9,"£38,462"
845,2153,114475,Primary,22,9,5,20.4,7,3.5,23.3,"£37,232"
845,2154,144662,Primary,26,23,5,22.4,17.7,3.3,17.7,"£39,246"
845,2160,114482,Primary,12,11,4,9.7,6.1,3.3,26.8,"£37,648"
845,2161,141263,Primary,26,25,12,24.2,18.9,9.7,20.3,"£34,638"
845,2162,114484,Primary,22,21,4,19.6,12.3,2.8,21.6,"£39,020"
845,2166,130954,Primary,19,11,5,12.5,4.6,2.9,17.4,"£37,467"
845,2169,131381,Primary,24,28,4,20.3,20,2.8,21.6,"£34,643"
845,2170,141262,Primary,26,22,13,21.3,13.6,8.8,20.1,"£36,804"
845,3002,114488,Primary,10,5,2,7,2.9,1.4,18.6,"£42,819"
845,3003,114489,Primary,20,47,4,17.9,18.4,2.6,23.4,"£39,163"
845,3004,114490,Primary,6,6,3,5.1,4,1.6,20.4,"£36,301"
845,3006,114491,Primary,8,12,5,7.1,10.2,3.8,29.1,"£38,356"
845,3009,114492,Primary,13,7,2,8.8,4.5,1.4,19.5,"£41,849"
845,3011,114493,Primary,12,9,5,9.7,4,2.5,19.6,"£36,725"
845,3012,114494,Primary,7,8,3,5.4,3.6,1.6,20.4,"£38,857"
845,3013,114495,Primary,8,6,2,6.4,4.3,1.4,21.9,"£44,324"
845,3015,114496,Primary,15,16,4,13.2,9.2,2.2,21.7,"£36,667"
845,3016,114497,Primary,5,6,3,5,2.8,1.5,21.4,"£44,360"
845,3017,114498,Primary,7,6,3,5.1,3.8,1.2,20.5,"£41,829"
845,3018,114499,Primary,7,7,4,5.3,3.6,1.4,17.6,"£37,953"
845,3019,114500,Primary,10,9,6,8.1,4,3.5,20.2,"£36,399"
845,3022,114501,Primary,9,7,8,5.3,3.5,4.6,22.4,"£40,437"
845,3023,114502,Primary,8,6,2,4.9,2.9,1.5,22,"£36,752"
845,3026,114503,Primary,7,10,3,4.2,3.7,1.3,16.8,"£38,532"
845,3028,114504,Primary,10,12,2,9.2,6.7,1.7,20.4,"£40,001"
845,3029,114505,Primary,8,7,3,5.9,2.4,0.8,17.9,"£40,348"
845,3032,114506,Primary,11,10,4,8.8,5.8,2.1,24.1,"£38,791"
845,3033,114507,Primary,9,4,2,6.3,2.4,1.6,16.9,"£38,657"
845,3035,114508,Primary,8,8,7,5.9,3.6,3.7,23.4,"£36,449"
845,3040,114509,Primary,14,15,8,12,9.7,3.1,21.2,"£38,158"
845,3041,114510,Primary,17,13,5,13.3,7.4,2.3,28.2,"£37,309"
845,3042,114511,Primary,11,7,2,7.8,3.5,1.1,13.8,"£37,610"
845,3043,114512,Primary,10,8,2,7.8,5.2,1.4,19.9,"£38,857"
845,3045,114514,Primary,7,8,3,6.3,5.5,1.8,21.7,"£39,943"
845,3046,114515,Primary,9,10,3,7.2,5.6,1.5,21.3,"£40,010"
845,3047,114516,Primary,6,7,3,5.2,3.5,1.6,16.7,"£32,872"
845,3048,114517,Primary,7,6,4,5.3,2.4,1.3,17.9,"£41,508"
845,3049,114518,Primary,5,7,1,5,3.1,1,17.2,"£38,050"
845,3050,114519,Primary,26,21,4,21.3,14.9,3.6,19.9,"£36,017"
845,3051,114520,Primary,7,8,3,6,3.3,1.4,15,"£36,703"
845,3055,114521,Primary,12,14,2,8.3,7.6,1.5,24.2,"£38,099"
845,3058,114522,Primary,11,12,3,9.7,8.1,1.7,21.8,"£38,329"
845,3062,114523,Primary,8,6,4,5.5,3.4,1.6,18.7,"£37,195"
845,3063,114524,Primary,6,5,4,4.7,3.7,1.8,20.9,"£39,526"
845,3068,114525,Primary,9,4,2,5.4,2.8,0.5,12.7,"£39,581"
845,3071,114526,Primary,7,4,2,4.8,2,1,11.7,"£40,769"
845,3072,114527,Primary,5,5,3,5,3.9,1.6,25.6,"£41,096"
845,3074,114528,Primary,16,10,4,11.4,5.5,2.1,18.7,"£39,844"
845,3076,114529,Primary,8,5,4,4.9,2.3,1.3,20.2,"£40,554"
845,3077,114530,Primary,10,12,2,8.8,5.6,1.6,22.6,"£38,202"
845,3080,114531,Primary,11,8,6,6.4,5,2.2,16.1,"£37,729"
845,3081,114532,Primary,16,15,5,14,10.4,3.3,22.5,"£41,958"
845,3090,143034,Primary,28,29,19,24.8,16.5,9.9,26.5,"£35,777"
845,3092,114534,Primary,14,22,7,12.4,10.5,2.7,24,"£40,819"
845,3320,114547,Primary,7,7,2,4.5,3.8,1,27.2,"£37,486"
845,3322,114549,Primary,10,12,2,8.5,6,1.5,24.7,"£40,226"
845,3323,114550,Primary,8,7,3,5.5,4.1,0.8,17.7,"£36,590"
845,3324,114551,Primary,14,12,3,11.1,7.1,1.7,19.6,"£36,111"
845,3325,114552,Primary,9,8,6,5.9,3.3,1.9,15.7,"£39,876"
845,3326,114553,Primary,7,4,4,5.3,2.7,1.3,18.5,"£38,555"
845,3327,114554,Primary,7,8,4,5.4,3.4,1.5,16.9,"£39,031"
845,3330,114557,Primary,7,11,4,5.4,4.9,2.3,21.7,"£41,077"
845,3331,114558,Primary,11,9,3,5.9,2.5,1,17.1,"£41,362"
845,3332,114559,Primary,11,8,4,9,4.8,1.9,22.3,"£40,903"
845,3335,114562,Primary,8,7,3,6.4,4.6,1.4,16.4,"£39,837"
845,3336,114563,Primary,7,8,2,6.4,4.5,1.3,22.3,"£39,320"
845,3338,114564,Primary,21,12,4,19.5,8.4,2.8,21.5,"£37,657"
845,3339,114565,Primary,12,11,2,10.5,7.5,1.8,23.5,"£38,594"
845,3340,114566,Primary,12,10,3,11.3,5.4,2,18.4,"£37,480"
845,3342,114568,Primary,9,9,4,7.4,4,1.7,18.6,"£36,810"
845,3343,114569,Primary,10,11,5,8.4,6.3,1.9,23.5,"£38,478"
845,3345,114571,Primary,10,10,2,7.9,3.9,1.7,19.4,"£40,610"
845,3350,144521,Primary,22,33,5,20.5,18.7,3.8,21.3,"£37,528"
845,3353,114574,Primary,11,7,7,8.4,3.2,3.3,25.5,"£37,830"
845,3354,114575,Primary,12,14,4,11.8,9,2.6,20.6,"£37,617"
845,3360,114576,Primary,10,11,4,8.8,6.9,2,24.4,"£36,585"
845,3362,114577,Primary,21,42,4,18.2,17.6,2.5,26.4,"£37,521"
845,3364,141807,Primary,16,19,6,13.8,12.2,5.2,0,"£33,458"
845,4000,131601,Secondary,62,21,26,54,17.4,23.2,15.6,"£40,615"
845,4002,139796,All through,75,24,21,66.8,21.6,16.2,16.5,"£38,512"
845,4003,139821,Secondary,55,10,17,53.4,9.2,15.1,10.4,"£46,131"
845,4004,140679,Secondary,38,9,21,36,8.1,18.9,17.4,"£45,038"
845,4005,141394,Secondary,14,1,6,13.6,0.6,5.4,4.8,"£38,218"
845,4006,144505,Secondary,30,6,16,27.1,3.7,11.7,15.4,"£41,663"
845,4025,114584,Secondary,70,11,33,65.3,8.2,25.4,17.5,"£41,900"
845,4026,137982,Secondary,85,17,42,77.2,13.8,34,16.8,"£38,852"
845,4027,138472,Secondary,85,21,42,78.2,16.7,33.6,16.3,"£41,061"
845,4028,114587,Secondary,96,19,31,88.2,17,24.2,16.3,"£41,662"
845,4035,114588,Secondary,39,13,20,36.5,10.3,13.6,19.8,"£40,703"
845,4036,138473,Secondary,75,15,31,68.5,12.1,25.7,18.9,"£40,278"
845,4037,114590,Secondary,119,27,37,104.1,19.1,30,16.1,"£40,380"
845,4038,114591,Secondary,56,8,21,40.9,5.3,15.5,20.5,"£40,527"
845,4039,114592,Secondary,59,14,31,56.4,10.6,25.6,17.6,"£39,303"
845,4042,114594,Secondary,44,12,15,40.2,9.9,11.2,18.8,"£41,435"
845,4044,138895,Secondary,70,20,36,64.8,17.4,32.2,19.2,"£43,417"
845,4045,138624,Secondary,35,10,22,32.7,6.9,19.9,0,"£38,214"
845,4047,114598,Secondary,76,18,35,68.5,12.8,29.6,16.5,"£40,130"
845,4055,139996,Secondary,47,17,27,45.1,15.4,25.2,15.6,"£43,598"
845,4063,138474,Secondary,84,15,29,73.4,10.9,22.6,16.1,"£41,536"
845,4064,138475,All through,59,24,29,53.4,18.5,22.7,22.7,"£39,004"
845,4074,131669,Secondary,36,13,21,34.8,11.4,18.2,15.1,"£38,149"
845,4606,114612,Secondary,67,11,21,60.4,8.8,17.7,16.9,"£41,482"
845,4610,143035,Secondary,62,11,27,55.4,9.4,23.7,19.1,"£42,317"
845,4611,136400,Secondary,87,33,30,85.4,29.6,27.2,16.8,"£37,498"
845,4612,136401,Secondary,48,23,20,44.6,18.8,19.4,19.9,"£39,979"
845,6905,136106,Secondary,49,21,29,45.4,14,22.9,15.3,"£36,681"
846,2001,131789,Primary,28,23,5,20.8,15.7,3.3,17.3,"£37,667"
846,2002,132028,Primary,26,16,6,21,9.5,4.5,12.1,"£37,555"
846,2007,114365,Primary,12,15,9,9.4,9.1,3.6,18.1,"£37,721"
846,2008,138261,Primary,26,26,8,24.7,18.4,4.8,20.1,"£34,914"
846,2009,114366,Primary,28,22,23,22.8,15.9,10.5,22,"£39,450"
846,2010,114367,Primary,18,23,3,14.4,11.4,1.8,24.8,"£39,695"
846,2011,139677,Primary,23,19,8,19.9,14.2,6.3,18.5,"£35,099"
846,2017,114368,Primary,10,22,6,6.8,8.5,2.7,20.1,"£37,123"
846,2018,114369,Primary,15,15,4,10.8,8,2.5,19.3,"£40,115"
846,2021,114372,Primary,23,21,5,18.5,12.9,2.9,19.8,"£36,780"
846,2022,114373,Primary,14,14,4,11.6,7.5,3,23.7,"£38,024"
846,2026,114374,Primary,36,31,7,29.3,16.2,4.1,21.3,"£40,342"
846,2028,114376,Primary,18,10,6,15.4,7.7,3,21.9,"£35,959"
846,2029,114377,Primary,14,17,3,11.3,7.9,2.1,23.2,"£37,034"
846,2036,114380,Primary,36,27,33,30.1,13.3,10.8,22.1,"£35,598"
846,2037,114381,Primary,14,20,5,11.6,10.6,2.3,18.2,"£39,029"
846,2040,114382,Primary,38,36,21,32.2,17.2,7.5,24.5,"£37,771"
846,2043,114383,Primary,14,10,4,10.7,7.1,2.6,17.8,"£37,527"
846,2044,114384,Primary,25,37,4,18.6,21.5,2.9,19.9,"£38,253"
846,2065,114398,Primary,37,39,5,30.1,19.1,3.8,23.2,"£37,150"
846,2066,114399,Primary,33,30,20,27.8,14,8.5,21.3,"£38,106"
846,2070,114403,Primary,49,41,12,35.7,24.3,7.9,23.1,"£37,096"
846,2079,114411,Primary,12,17,6,10.8,9.8,3.9,18.1,"£39,619"
846,2080,114412,Primary,19,19,12,14.2,11.2,3.3,17,"£38,100"
846,2081,114413,Primary,13,11,3,10.4,6.2,1.7,17.1,"£35,288"
846,2093,114425,Primary,19,18,12,14.6,10.8,6.2,16.5,"£40,303"
846,2096,114428,Primary,30,40,12,27.1,21.2,7.7,22.7,"£37,728"
846,2100,114430,Primary,26,25,9,22.4,14.1,3.6,23.6,"£37,910"
846,2114,114443,Primary,10,11,3,9.2,7.5,1.3,19.6,"£39,535"
846,2119,114446,Primary,45,39,11,41.1,24.8,7.1,21.7,"£36,388"
846,2155,114477,Primary,21,21,7,17.6,11.1,2.6,22.9,"£39,474"
846,2156,114478,Primary,24,22,5,20.3,13.3,3.3,19.2,"£37,569"
846,2157,114479,Primary,33,31,7,27.5,14.5,4.6,20.9,"£34,944"
846,2158,114480,Primary,22,22,5,20.8,14.8,3.7,19,"£37,543"
846,2163,114485,Primary,20,22,9,18.3,15.6,4.4,18.2,"£36,744"
846,2164,114486,Primary,23,25,8,21.9,13.9,5.6,17.6,"£33,978"
846,2165,114487,Primary,27,27,7,23.5,18.5,5.4,16.3,"£39,533"
846,3304,114537,Primary,13,11,4,9.4,5.6,1.8,19.4,"£39,097"
846,3305,114538,Primary,13,14,4,9.3,9.5,2.3,17,"£41,928"
846,3308,114539,Primary,16,14,3,9.8,6.6,1.9,21.1,"£38,189"
846,3311,114540,Primary,13,11,5,8.7,6.1,2.2,22.9,"£40,464"
846,3313,114541,Primary,13,27,6,11.6,10.6,4.7,17.5,"£36,597"
846,3314,114542,Primary,10,8,5,8.5,5.3,2.6,15.2,"£36,175"
846,3315,114543,Primary,14,18,5,9.9,10.3,2.1,20.1,"£40,767"
846,3316,114544,Primary,10,10,5,9,4.7,2.4,21.9,"£38,980"
846,3317,114545,Primary,10,13,8,9.6,8,3.4,16.7,"£42,603"
846,3318,114546,Primary,13,14,8,9.8,6,3,21.7,"£39,834"
846,3328,114555,Primary,19,28,8,16.5,14.8,3.3,24.3,"£38,747"
846,3329,114556,Primary,30,36,4,25.2,18.2,2,23.4,"£36,794"
846,3333,114560,Primary,21,16,5,17.3,11.2,2.5,22.8,"£36,170"
846,3341,114567,Primary,23,20,6,18.6,9.8,3.9,22.8,"£35,763"
846,3344,114570,Primary,14,15,4,11.8,8.7,2.4,17.8,"£36,586"
846,4001,137063,Secondary,36,10,12,33.1,9.1,10.6,22.3,"£35,505"
846,4002,139409,Secondary,35,5,12,33,4.8,11,16,"£40,560"
846,4012,114579,Secondary,85,28,29,74.2,22.5,25.7,18.2,"£39,820"
846,4016,114580,Secondary,116,31,41,102.6,24.6,31.9,16.3,"£41,509"
846,4018,114581,Secondary,65,27,35,59.8,22.4,22.9,14.8,"£40,188"
846,4067,114606,Secondary,98,43,43,79,29,34.6,19.3,"£41,748"
846,4068,114607,Secondary,105,45,40,92.2,36.1,35.3,16.4,"£39,047"
846,4072,114608,Secondary,68,32,27,62.6,22.1,20.3,16.7,"£38,976"
846,4605,114611,Secondary,140,23,43,128.5,18.2,35.7,17.9,"£40,596"
846,6905,136164,Secondary,51,16,23,50.1,12.1,20.9,18.7,"£37,280"
850,2000,115850,Primary,11,12,4,9.4,7.3,2.4,16.8,"£37,449"
850,2001,115851,Primary,15,18,5,12.5,7.9,4,19.2,"£36,752"
850,2002,115852,Primary,16,22,3,14,12.4,2.9,25.5,"£35,479"
850,2003,115853,Primary,22,14,5,19.9,8.6,4.2,19.1,"£35,375"
850,2004,115854,Primary,14,14,6,12.2,10.9,4.9,21,"£39,972"
850,2005,115855,Primary,14,16,6,12.3,10.8,4.7,17.9,"£38,999"
850,2006,115856,Primary,10,13,9,7.3,6.6,3.5,21.7,"£35,794"
850,2007,115857,Primary,13,16,3,11.3,10.5,3,26.8,"£37,870"
850,2008,115858,Primary,8,13,3,7.5,7.7,2.2,28.4,"£35,360"
850,2009,131717,Primary,20,12,5,17.3,6.4,3,24.5,"£37,730"
850,2010,138139,Primary,20,21,4,19.2,16.1,2.5,21.6,"£37,160"
850,2011,132212,Primary,19,22,5,18.4,15.7,4.4,21.2,"£36,270"
850,2012,115859,Primary,13,11,2,12.4,10.3,2,21.5,"£34,024"
850,2013,115860,Primary,16,24,6,13.9,15.9,4.8,15.8,"£40,571"
850,2014,115861,Primary,11,8,2,6.5,5.2,0.7,17.5,"£33,849"
850,2015,132801,Primary,34,35,9,27.2,20.6,5.6,23.4,"£37,007"
850,2016,132802,Primary,10,15,3,9,10.8,2.4,19.7,"£40,648"
850,2017,133292,Primary,7,5,6,4.9,2.6,1.5,21.1,"£37,380"
850,2018,115862,Primary,17,19,3,13.7,12.1,2.3,19.2,"£36,708"
850,2019,115863,Primary,10,16,3,9.2,6.2,1.8,20.4,"£38,427"
850,2020,133303,Primary,24,24,9,19.3,18.4,4.4,16.1,"£39,313"
850,2021,146002,Primary,14,11,6,13.4,7.7,4,18.7,"£38,371"
850,2022,115865,Primary,10,13,3,7.2,8.2,2.4,24,"£40,073"
850,2023,115866,Primary,8,5,2,6.5,3.5,1,15.7,"£37,319"
850,2024,138509,Primary,15,18,4,13.2,11.9,2.3,12.3,"£40,349"
850,2025,115867,Primary,7,6,2,5.8,2.4,1.1,18.7,"£37,382"
850,2026,115868,Primary,7,8,3,5.2,4.1,1.7,22.9,"£39,513"
850,2027,115869,Primary,9,6,2,5.2,2.8,1.3,17.6,"£38,364"
850,2028,115870,Primary,8,7,4,6,4.4,2.1,17.3,"£33,331"
850,2029,139273,Primary,30,34,14,26.7,21.7,9.4,16.6,"£39,755"
850,2030,115871,Primary,21,17,3,17.8,11.3,2.3,19.6,"£36,702"
850,2031,139548,Primary,12,10,3,8.9,6.5,2.1,21,"£36,791"
850,2032,139920,Primary,7,7,3,6.5,4.3,1.7,21.6,"£41,777"
850,2033,115872,Primary,11,10,5,8.4,5.9,2.2,21,"£39,499"
850,2034,115873,Primary,14,10,4,11.1,5.7,3.1,23.2,"£37,107"
850,2035,115874,Primary,7,7,2,5.3,4.1,1.7,18.1,"£36,389"
850,2036,115875,Primary,13,15,3,11.1,7.6,2.5,20.8,"£35,514"
850,2037,139944,Primary,8,12,3,8,8.4,2.2,23.1,"£38,722"
850,2038,140211,Primary,15,27,6,13.3,17.7,4.5,23.2,"£33,831"
850,2039,140690,Primary,2,2,1,1.4,1.6,1,18.9,SUPP
850,2040,115876,Primary,12,18,3,12,7.7,1.8,23.3,"£36,308"
850,2041,115877,Primary,10,8,4,5.9,4,1.5,19.2,"£38,212"
850,2042,138242,Primary,5,6,4,5,3.2,1.6,16.4,"£39,457"
850,2045,144882,Primary,11,9,5,10.4,4.7,3.1,20.3,"£37,573"
850,2046,115878,Primary,13,12,2,9.5,6,1.8,19.3,"£39,085"
850,2047,115879,Primary,8,5,3,6,3.2,1.3,17.7,"£38,804"
850,2049,115880,Primary,17,16,6,15.3,8.5,4,24.9,"£35,551"
850,2053,115881,Primary,12,9,3,8.2,4.9,1.5,20.9,"£37,314"
850,2054,115882,Primary,14,15,5,10.7,9,3.1,24.2,"£38,925"
850,2055,115883,Primary,9,16,2,8.4,11.6,0.9,25,"£34,896"
850,2056,115884,Primary,13,13,4,11.9,7.7,3.2,22.4,"£39,585"
850,2057,115885,Primary,11,17,4,9.8,11.8,2.6,19.4,"£40,111"
850,2061,115886,Primary,26,34,9,23.6,19.1,7,25.3,"£35,230"
850,2062,115887,Primary,25,37,3,20.4,24.1,2.7,19.6,"£37,049"
850,2063,115888,Primary,18,15,5,14.7,7.1,3.7,19.2,"£34,646"
850,2067,115889,Primary,14,14,4,11.8,10.7,3.3,18.5,"£35,795"
850,2069,115890,Primary,19,12,7,16.7,6.3,3.9,18.7,"£36,830"
850,2071,115891,Primary,15,20,3,13,10.6,2.7,30,"£41,533"
850,2074,115892,Primary,17,14,4,14.5,8.3,2.3,21.8,"£39,406"
850,2076,115893,Primary,11,9,8,9.1,6.2,6.5,18.4,"£37,208"
850,2077,141473,Primary,4,1,1,3.6,0.1,0.6,15.8,"£38,945"
850,2085,115897,Primary,7,5,2,5.5,2,1.4,16.8,"£38,857"
850,2086,115898,Primary,13,17,4,9,6.4,2.3,17.7,"£39,232"
850,2089,115899,Primary,11,11,3,9.4,6.4,2.2,20.7,"£36,699"
850,2090,115900,Primary,6,10,4,4.6,4.5,1.4,22,"£34,512"
850,2091,115901,Primary,14,11,3,14,8.3,2.5,23.9,"£37,802"
850,2092,115902,Primary,6,3,3,5.4,1.9,1.7,21.5,"£39,434"
850,2094,115903,Primary,11,10,2,9.6,6.4,1.8,26.6,"£35,196"
850,2095,115904,Primary,16,17,4,13.9,10.7,2.5,18.6,"£37,320"
850,2100,115908,Primary,15,23,4,15,17.2,3.6,20.7,"£38,814"
850,2101,115909,Primary,10,23,5,8.8,18,3.8,24.7,"£38,644"
850,2103,115911,Primary,14,22,3,13.4,14.5,1.9,19,"£32,663"
850,2104,115912,Primary,11,14,1,8.6,9.8,0.9,20.1,"£38,874"
850,2105,115913,Primary,16,22,2,12.9,13.4,2,24.4,"£36,131"
850,2106,115914,Primary,16,16,3,13.5,9.2,2.6,23.2,"£38,616"
850,2107,136078,Primary,25,31,7,21.9,21.6,5.6,18.9,"£36,750"
850,2111,115915,Primary,11,18,4,8.9,8.8,2.2,14.5,"£40,519"
